TURBOVEG_PLOT_NUMBER,PLANT_COMMUNITY_NAME,ELEVATION,ASPECT,SLOPE,COVER_LITTER_LAYER,COVER_OPEN_WATER,COVER_ROCK,COVER_CRUST,COVER_BARE_SOIL,REMARKS
11340,Cetrario delisei-Caricetum membranacae,1280,-9999,0,8,0,15,50,0,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Late lying snowbeds and marshes in moist, level habitats, without standing water in summer. Late-lying snow persists due to the protected nature of the habitats which occur in cirques, depressions in north and east-facing landscapes, and in cold valley bottoms. Stands occur primarily in valley bottoms at 900-1200 m on well-drained sands, which may be purely granitic, or have limestone mixed in. Thaw depth reaches to greater than 1 m (Cooper 1986)."
11341,Cetrario delisei-Caricetum membranacae,1270,-9999,0,60,0,20,0,30,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Late lying snowbeds and marshes in moist, level habitats, without standing water in summer. Late-lying snow persists due to the protected nature of the habitats which occur in cirques, depressions in north and east-facing landscapes, and in cold valley bottoms. Stands occur primarily in valley bottoms at 900-1200 m on well-drained sands, which may be purely granitic, or have limestone mixed in. Thaw depth reaches to greater than 1 m (Cooper 1986)."
11342,Cetrario delisei-Caricetum membranacae,1250,-9999,0,10,0,0,0,0,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Late lying snowbeds and marshes in moist, level habitats, without standing water in summer. Late-lying snow persists due to the protected nature of the habitats which occur in cirques, depressions in north and east-facing landscapes, and in cold valley bottoms. Stands occur primarily in valley bottoms at 900-1200 m on well-drained sands, which may be purely granitic, or have limestone mixed in. Thaw depth reaches to greater than 1 m (Cooper 1986)."
11343,Cetrario delisei-Caricetum membranacae,1250,-9999,0,60,0,0,10,25,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Late lying snowbeds and marshes in moist, level habitats, without standing water in summer. Late-lying snow persists due to the protected nature of the habitats which occur in cirques, depressions in north and east-facing landscapes, and in cold valley bottoms. Stands occur primarily in valley bottoms at 900-1200 m on well-drained sands, which may be purely granitic, or have limestone mixed in. Thaw depth reaches to greater than 1 m (Cooper 1986)."
11344,Cetrario delisei-Caricetum membranacae,1030,-9999,0,60,0,8,15,10,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Late lying snowbeds and marshes in moist, level habitats, without standing water in summer. Late-lying snow persists due to the protected nature of the habitats which occur in cirques, depressions in north and east-facing landscapes, and in cold valley bottoms. Stands occur primarily in valley bottoms at 900-1200 m on well-drained sands, which may be purely granitic, or have limestone mixed in. Thaw depth reaches to greater than 1 m (Cooper 1986)."
11345,Cetrario delisei-Caricetum membranacae,940,-9999,0,30,0,35,0,10,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Late lying snowbeds and marshes in moist, level habitats, without standing water in summer. Late-lying snow persists due to the protected nature of the habitats which occur in cirques, depressions in north and east-facing landscapes, and in cold valley bottoms. Stands occur primarily in valley bottoms at 900-1200 m on well-drained sands, which may be purely granitic, or have limestone mixed in. Thaw depth reaches to greater than 1 m (Cooper 1986)."
11346,Cetrario delisei-Caricetum membranacae,950,-9999,0,5,0,30,80,5,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Late lying snowbeds and marshes in moist, level habitats, without standing water in summer. Late-lying snow persists due to the protected nature of the habitats which occur in cirques, depressions in north and east-facing landscapes, and in cold valley bottoms. Stands occur primarily in valley bottoms at 900-1200 m on well-drained sands, which may be purely granitic, or have limestone mixed in. Thaw depth reaches to greater than 1 m (Cooper 1986)."
11347,Cetrario delisei-Caricetum membranacae,955,-9999,0,50,0,15,0,0,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Late lying snowbeds and marshes in moist, level habitats, without standing water in summer. Late-lying snow persists due to the protected nature of the habitats which occur in cirques, depressions in north and east-facing landscapes, and in cold valley bottoms. Stands occur primarily in valley bottoms at 900-1200 m on well-drained sands, which may be purely granitic, or have limestone mixed in. Thaw depth reaches to greater than 1 m (Cooper 1986)."
11348,Cetrario delisei-Caricetum membranacae,1040,-9999,0,5,0,10,0,10,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Late lying snowbeds and marshes in moist, level habitats, without standing water in summer. Late-lying snow persists due to the protected nature of the habitats which occur in cirques, depressions in north and east-facing landscapes, and in cold valley bottoms. Stands occur primarily in valley bottoms at 900-1200 m on well-drained sands, which may be purely granitic, or have limestone mixed in. Thaw depth reaches to greater than 1 m (Cooper 1986)."
11349,Saxifrago oppositifoliae-Salicetum rotundifoliae,1270,-9999,0,45,0,0,0,10,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper 1986. Late lying snowbeds. Stands of this association were found in cold cirques, below cliffs where snow accumulates from sloughing off of cliffs, and in bowl-shaped or level depressions. Low and shaded landscape positions create delayed snowmelt. Snow lasts until late June.  The surface of the soil may be dry in summer and soils are calcareous (Cooper 1986)"
11350,Saxifrago oppositifoliae-Salicetum rotundifoliae,1100,-9999,0,0,0,3,20,30,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper 1986. Late lying snowbeds. Stands of this association were found in cold cirques, below cliffs where snow accumulates from sloughing off of cliffs, and in bowl-shaped or level depressions. Low and shaded landscape positions create delayed snowmelt. Snow lasts until late June.  The surface of the soil may be dry in summer and soils are calcareous (Cooper 1986)"
11351,Saxifrago oppositifoliae-Salicetum rotundifoliae,1250,-9999,0,10,0,2,0,60,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper 1986. Late lying snowbeds. Stands of this association were found in cold cirques, below cliffs where snow accumulates from sloughing off of cliffs, and in bowl-shaped or level depressions. Low and shaded landscape positions create delayed snowmelt. Snow lasts until late June.  The surface of the soil may be dry in summer and soils are calcareous (Cooper 1986)"
11352,Saxifrago oppositifoliae-Salicetum rotundifoliae,1270,-9999,0,30,0,0,0,10,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper 1986. Late lying snowbeds. Stands of this association were found in cold cirques, below cliffs where snow accumulates from sloughing off of cliffs, and in bowl-shaped or level depressions. Low and shaded landscape positions create delayed snowmelt. Snow lasts until late June.  The surface of the soil may be dry in summer and soils are calcareous (Cooper 1986)"
11353,Saxifrago oppositifoliae-Salicetum rotundifoliae,970,-9999,0,50,0,0,0,5,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper 1986. Late lying snowbeds. Stands of this association were found in cold cirques, below cliffs where snow accumulates from sloughing off of cliffs, and in bowl-shaped or level depressions. Low and shaded landscape positions create delayed snowmelt. Snow lasts until late June.  The surface of the soil may be dry in summer and soils are calcareous (Cooper 1986)"
11354,Saxifrago oppositifoliae-Salicetum rotundifoliae,980,-9999,0,40,0,10,0,10,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper 1986. Late lying snowbeds. Stands of this association were found in cold cirques, below cliffs where snow accumulates from sloughing off of cliffs, and in bowl-shaped or level depressions. Low and shaded landscape positions create delayed snowmelt. Snow lasts until late June.  The surface of the soil may be dry in summer and soils are calcareous (Cooper 1986)"
11355,Carex podocarpa-Salix rotundifolia comm.,1030,-9999,0,10,0,2,35,0,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Stands of this community were found primarily in cirques, on wet sandy soils at the base of slopes. Snow persists until late June or early July. Substrate is mixed limestone and granite (Cooper 1986)."
11356,Carex podocarpa-Salix rotundifolia comm.,940,-9999,0,30,0,0,0,75,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Stands of this community were found primarily in cirques, on wet sandy soils at the base of slopes. Snow persists until late June or early July. Substrate is mixed limestone and granite (Cooper 1986)."
11357,Carex podocarpa-Salix rotundifolia comm.,950,-9999,0,10,0,3,20,1,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Cover of Bare Ground where + (0.5  percent). Stands of this community were found primarily in cirques, on wet sandy soils at the base of slopes. Snow persists until late June or early July. Substrate is mixed limestone and granite (Cooper 1986)."
11358,Carex podocarpa-Salix rotundifolia comm.,950,-9999,0,2,0,3,15,10,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Stands of this community were found primarily in cirques, on wet sandy soils at the base of slopes. Snow persists until late June or early July. Substrate is mixed limestone and granite (Cooper 1986)."
11359,Carex podocarpa-Salix rotundifolia comm.,960,-9999,0,10,0,10,0,1,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper (1986). Stands of this community were found primarily in cirques, on wet sandy soils at the base of slopes. Snow persists until late June or early July. Substrate is mixed limestone and granite (Cooper 1986)."
11360,Senecio tomentosus-Salix rotundifolia comm.,1520,360,-9999,5,0,3,15,3,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper 1986. Late lying snowbeds. Stands of this community occur on the leeward side of ridgetops, below very late-lying snowbeds on limestone. The moss layer is continuous and soils are very rocky and poorly developed (Cooper 1986)."
11361,Senecio tomentosus-Salix rotundifolia comm.,1520,360,-9999,0,0,5,20,5,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper 1986. Late lying snowbeds. Stands of this community occur on the leeward side of ridgetops, below very late-lying snowbeds on limestone. The moss layer is continuous and soils are very rocky and poorly developed (Cooper 1986)."
11362,Senecio tomentosus-Salix rotundifolia comm.,1550,360,-9999,5,0,0,10,8,"In Table 12 of unpublished thesis (Cooper 1983). Only selected releves were published in Cooper 1986. Late lying snowbeds. Stands of this community occur on the leeward side of ridgetops, below very late-lying snowbeds on limestone. The moss layer is continuous and soils are very rocky and poorly developed (Cooper 1986)."
11363,Ass. Andreaetum blytti-rupestris,1220,315,-9999,0,0,0,0,0,"Marsupella sp. = in original M. revoluta; Published name of community (Cooper 1986) - Dicranowessia crispula-Andreae rupestris. Moss dominated vegetation on granite rocks. Plants occur in depressions on granitic talus, and on north-facing cirque walls where snow persists late into summer (Cooper 1986)."
